procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  50980 56395976 479756 6297456    0    0     0     1    0    0  1  0 99  0  0	
 2  0  50980 56349808 479756 6297480    0    0     0    56 4442 12665  8  1 91  0  0	
22  0  50980 56340604 479756 6297480    0    0     0     0 24366 2950 87  0 13  0  0	
22  0  50980 56340620 479756 6297480    0    0     0    40 22383  334 92  0  8  0  0	
23  0  50980 56341576 479756 6297480    0    0     0     4 22196  242 92  0  8  0  0	
22  0  50980 56338848 479756 6297480    0    0     0     0 20306 3138 79  0 21  0  0	
22  0  50980 56338800 479756 6297480    0    0     0   112 19487  531 80  0 20  0  0	
22  0  50980 56339056 479756 6297480    0    0     0     0 21294  469 88  0 12  0  0	
22  0  50980 56339508 479756 6297480    0    0     0    28 21635 1106 89  0 11  0  0	
22  0  50980 56339836 479756 6297480    0    0     0     0 22318  247 92  0  8  0  0	
22  0  50980 56339892 479756 6297484    0    0     0    36 22285  261 92  0  8  0  0	
22  0  50980 56340228 479756 6297484    0    0     0     0 21744  865 89  0 11  0  0	
23  0  50980 56340616 479756 6297484    0    0     0    20 21539  486 88  0 12  0  0	
22  0  50980 56340616 479756 6297484    0    0     0    40 22164  283 92  0  8  0  0	
22  0  50980 56338260 479756 6297484    0    0     0     0 22895  820 87  0 13  0  0	
22  0  50980 56338508 479756 6297484    0    0     0     0 21154  380 88  0 13  0  0	
22  0  50980 56340120 479756 6297484    0    0     0   796 23422  747 89  0 11  0  0	
22  0  50980 56340244 479756 6297484    0    0     0    32 22326  530 91  0  9  0  0	
22  0  50980 56340452 479756 6297484    0    0     0    44 22333  268 92  0  8  0  0	
22  0  50980 56340648 479756 6297484    0    0     0     0 22280  243 92  0  8  0  0	
22  0  50980 56340236 479756 6297484    0    0     0     0 21516 1017 88  0 12  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50980 56340284 479756 6297484    0    0     0     0 22241  398 92  0  8  0  0	
22  0  50980 56340408 479756 6297484    0    0     0     0 22527  380 92  0  8  0  0	
22  0  50980 56339696 479756 6297484    0    0     0    60 22138  826 91  0  9  0  0	
22  0  50980 56339572 479756 6297484    0    0     0     0 22249  242 92  0  8  0  0	
22  0  50980 56339624 479756 6297484    0    0     0     0 22274  249 92  0  8  0  0	
22  0  50980 56339252 479756 6297484    0    0     0    16 22283  516 91  0  9  0  0	
22  0  50980 56339136 479756 6297484    0    0     0     0 22429  304 92  0  8  0  0	
22  0  50980 56339260 479756 6297484    0    0     0    60 22223  280 92  0  8  0  0	
22  0  50980 56339260 479756 6297484    0    0     0     0 22321  453 91  0  9  0  0	
22  0  50980 56339260 479756 6297484    0    0     0    60 22468  406 92  0  8  0  0	
22  0  50980 56339372 479756 6297484    0    0     0     8 22385  270 92  0  8  0  0	
22  0  50980 56336388 479756 6297484    0    0     0     0 22193  864 86  0 14  0  0	
22  0  50980 56336264 479756 6297484    0    0     0    40 21755  334 90  0 10  0  0	
22  0  50980 56336264 479756 6297484    0    0     0    32 22517  266 92  0  8  0  0	
22  0  50980 56335892 479756 6297484    0    0     0    72 22103  626 88  0 12  0  0	
22  0  50980 56336636 479756 6297484    0    0     0     4 22424  394 92  0  8  0  0	
22  0  50980 56336636 479756 6297484    0    0     0     0 22286  249 92  0  8  0  0	
22  0  50980 56325104 479756 6297484    0    0     0    28 26999  754 90  0 10  0  0	
22  0  50980 56325484 479756 6297484    0    0     0    36 22209  309 92  0  8  0  0	
22  0  50980 56325484 479756 6297484    0    0     0    92 22377  259 92  0  8  0  0	
22  0  50980 56327224 479756 6297484    0    0     0    20 22300  485 91  0  9  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50980 56327216 479756 6297484    0    0     0     0 22654  510 92  0  8  0  0	
22  0  50980 56327216 479756 6297488    0    0     0    28 22385  281 92  0  8  0  0	
22  0  50980 56326968 479756 6297488    0    0     0     0 22526  647 91  0  9  0  0	
22  0  50980 56326968 479756 6297488    0    0     0    68 22255  262 92  0  8  0  0	
22  0  50980 56327092 479756 6297488    0    0     0    24 22330  267 92  0  8  0  0	
22  0  50980 56327224 479756 6297488    0    0     0     0 22468  605 91  0  9  0  0	
22  0  50980 56327224 479756 6297488    0    0     0    40 21935  452 90  0 10  0  0	
22  0  50980 56327348 479756 6297488    0    0     0     0 22139  238 92  0  8  0  0	
22  0  50980 56327320 479756 6297488    0    0     0    24 21462  700 88  0 12  0  0	
22  0  50980 56327320 479756 6297488    0    0     0     0 22352  300 92  0  8  0  0	
22  0  50980 56327436 479756 6297488    0    0     0    16 22316  394 92  0  8  0  0	
22  0  50980 56327312 479756 6297492    0    0     0    28 21296  645 88  0 12  0  0	
22  0  50980 56327436 479756 6297492    0    0     0     0 22200  381 91  0  9  0  0	
22  0  50980 56327436 479756 6297492    0    0     0     0 22229  250 92  0  8  0  0	
22  0  50980 56327504 479756 6297492    0    0     0    24 22183  521 91  0  9  0  0	
22  0  50980 56327628 479756 6297492    0    0     0     0 22300  379 92  0  8  0  0	
22  0  50980 56327628 479756 6297492    0    0     0    28 22288  274 92  0  8  0  0	
22  0  50980 56303828 479756 6297492    0    0     0     0 27044  573 93  0  7  0  0	
22  0  50980 56303704 479756 6297492    0    0     0     0 22416  383 92  0  8  0  0	
22  0  50980 56313252 479756 6297492    0    0     0    32 22618  256 92  0  8  0  0	
22  0  50980 56332464 479756 6297488    0    0     0     0 16284 9348 49  1 50  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50980 56332300 479756 6297492    0    0     0    40 22255  456 92  0  8  0  0	
22  0  50980 56332300 479756 6297492    0    0     0     4 22381  393 92  0  8  0  0	
22  0  50980 56332568 479756 6297492    0    0     0    24 22437 2034 90  0 10  0  0	
22  0  50980 56332772 479756 6297492    0    0     0    36 22220  392 91  0  9  0  0	
22  0  50980 56332868 479756 6297492    0    0     0    40 22247  263 92  0  8  0  0	
22  0  50980 56333000 479756 6297492    0    0     0    28 21350  842 88  0 12  0  0	
22  0  50980 56333000 479756 6297492    0    0     0     0 21871  427 90  0 10  0  0	
22  0  50980 56333000 479756 6297492    0    0     0    68 22284  258 92  0  8  0  0	
22  0  50980 56333000 479756 6297492    0    0     0     0 21938  639 90  0 10  0  0	
22  0  50980 56333124 479756 6297492    0    0     0    24 22407  526 92  0  8  0  0	
22  0  50980 56333008 479756 6297492    0    0     0    44 22175  284 92  0  8  0  0	
22  0  50980 56330900 479756 6297492    0    0     0     0 23781  620 91  0  9  0  0	
22  0  50980 56330900 479756 6297492    0    0     0    12 22221  437 91  0  9  0  0	
22  0  50980 56330900 479756 6297492    0    0     0   788 22500  676 92  0  8  0  0	
22  0  50980 56332640 479756 6297492    0    0     0    24 23282  621 90  0 10  0  0	
22  0  50980 56332640 479756 6297492    0    0     0    44 22389  406 92  0  8  0  0	
22  0  50980 56332640 479756 6297492    0    0     0     0 22171  241 92  0  8  0  0	
22  0  50980 56332440 479756 6297492    0    0     0    40 21970 1112 91  0  9  0  0	
22  0  50980 56332568 479756 6297492    0    0     0     4 22165  252 92  0  8  0  0	
23  0  50980 56332428 479756 6297492    0    0     0     0 22442  388 92  0  8  0  0	
22  0  50980 56332556 479756 6297492    0    0     0    80 21966  567 91  0  9  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50980 56332804 479756 6297492    0    0     0     0 22267  373 91  0  9  0  0	
22  0  50980 56332804 479756 6297492    0    0     0     0 22258  253 92  0  8  0  0	
22  0  50980 56332932 479756 6297496    0    0     0     0 22257  539 91  0  9  0  0	
22  0  50980 56332964 479756 6297496    0    0     0     0 22241  296 92  0  8  0  0	
22  0  50980 56332964 479756 6297496    0    0     0    68 22402  303 92  0  8  0  0	
22  0  50980 56332840 479756 6297496    0    0     0     0 22318  500 91  0  9  0  0	
22  0  50980 56332716 479756 6297496    0    0     0    12 22347  401 92  0  8  0  0	
22  0  50980 56332716 479756 6297496    0    0     0     4 22236  250 92  0  8  0  0	
22  0  50980 56331348 479756 6297496    0    0     0     0 22367  718 91  0  9  0  0	
22  0  50980 56331348 479756 6297496    0    0     0    28 22273  417 92  0  8  0  0	
22  0  50980 56331368 479756 6297496    0    0     0    36 22502  258 92  0  8  0  0	
22  0  50980 56328860 479756 6297496    0    0     0    32 23473  594 90  0 10  0  0	
22  0  50980 56328736 479756 6297500    0    0     0     4 22113  257 91  0  9  0  0	
22  0  50980 56328740 479756 6297500    0    0     0     0 22273  242 92  0  8  0  0	
22  0  50980 56316592 479756 6297500    0    0     0    40 28192  687 92  0  8  0  0	
