procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  50880 52161220 500964 10243188    0    0     0     1    0    0  2  0 98  0  0	
 5  0  50880 52114316 500964 10243212    0    0     0     0 4448 13047  7  1 92  0  0	
14  0  50880 52109232 500964 10243212    0    0     0   112 14303 2316 56  0 44  0  0	
14  0  50880 52108544 500964 10243212    0    0     0    36 14325  487 58  0 42  0  0	
14  0  50880 52109140 500964 10243212    0    0     0    64 14256  476 58  0 42  0  0	
14  0  50880 52105916 500964 10243212    0    0     0     0 13730 3019 52  0 48  0  0	
14  0  50880 52106028 500964 10243212    0    0     0     0 14535  820 58  0 42  0  0	
14  0  50880 52105712 500964 10243212    0    0     0    44 14371  826 58  0 42  0  0	
15  0  50880 52105720 500964 10243212    0    0     0     0 12937  891 52  0 48  0  0	
14  0  50880 52105596 500964 10243212    0    0     0     0 14700  747 58  0 42  0  0	
15  0  50880 52105744 500964 10243212    0    0     0    28 14758  817 58  0 42  0  0	
14  0  50880 52106236 500964 10243216    0    0     0     0 13336 1045 52  0 48  0  0	
14  0  50880 52106120 500964 10243216    0    0     0    32 14313  584 58  0 42  0  0	
14  0  50880 52105740 500964 10243216    0    0     0     4 14314  513 58  0 42  0  0	
14  0  50880 52105988 500964 10243216    0    0     0     0 13485 1691 52  0 48  0  0	
14  0  50880 52106104 500964 10243216    0    0     0    28 15069 1623 58  0 42  0  0	
15  0  50880 52106104 500964 10243216    0    0     0     0 16071 3089 58  0 42  0  0	
 0  0  50880 52106352 500964 10243216    0    0     0    32 13954  582 57  0 43  0  0	
14  0  50880 52106352 500964 10243216    0    0     0     4 13199  811 54  0 46  0  0	
14  0  50880 52106396 500964 10243216    0    0     0     0 14276  481 58  0 42  0  0	
14  0  50880 52106464 500964 10243216    0    0     0    40 14286  642 58  0 42  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0  50880 52106480 500964 10243216    0    0     0     4 13453 1524 52  0 48  0  0	
14  0  50880 52106480 500964 10243216    0    0     0    32 14260  507 58  0 42  0  0	
15  0  50880 52106480 500964 10243216    0    0     0     0 14801 1264 58  0 42  0  0	
14  0  50880 52103636 500964 10243216    0    0     0     0 14095  624 52  0 48  0  0	
15  0  50880 52103696 500964 10243216    0    0     0     0 14509  675 58  0 42  0  0	
14  0  50880 52105308 500964 10243216    0    0     0    28 15172  495 58  0 42  0  0	
14  0  50880 52105308 500964 10243216    0    0     0    76 13075 1065 53  0 47  0  0	
14  0  50880 52104936 500964 10243216    0    0     0     8 14668  476 58  0 42  0  0	
14  0  50880 52104928 500964 10243216    0    0     0   756 14850  897 58  0 42  0  0	
14  0  50880 52104680 500964 10243216    0    0     0     0 13234 1019 52  0 48  0  0	
15  0  50880 52104928 500964 10243216    0    0     0    40 14292  498 58  0 42  0  0	
14  0  50880 52104936 500964 10243216    0    0     0   136 14520  510 58  0 42  0  0	
 1  0  50880 52104812 500964 10243216    0    0     0    12 14261  759 57  0 43  0  0	
14  0  50880 52104688 500964 10243216    0    0     0     0 13151  722 54  0 46  0  0	
15  0  50880 52104768 500964 10243216    0    0     0     0 15451 2079 58  0 42  0  0	
14  0  50880 52104760 500964 10243216    0    0     0    44 14942 1420 58  0 42  0  0	
14  0  50880 52104760 500964 10243220    0    0     0   136 12937  843 52  0 48  0  0	
14  0  50880 52104760 500964 10243220    0    0     0    56 14284  488 58  0 42  0  0	
14  0  50880 52104760 500964 10243220    0    0     0     0 14431  606 58  0 42  0  0	
14  0  50880 52104264 500964 10243220    0    0     0     0 12960  883 53  0 47  0  0	
14  0  50880 52104388 500964 10243220    0    0     0    32 14832 1212 58  0 42  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0  50880 52104404 500964 10243224    0    0     0   116 14335  571 58  0 42  0  0	
14  0  50880 52104412 500964 10243228    0    0     0     0 12940  751 52  0 48  0  0	
14  0  50880 52104412 500964 10243228    0    0     0     0 14263  460 58  0 42  0  0	
14  0  50880 52104404 500964 10243228    0    0     0     0 14418  657 58  0 42  0  0	
14  0  50880 52104408 500964 10243228    0    0     0     0 13072 1055 52  0 48  0  0	
14  0  50880 52104532 500964 10243228    0    0     0    84 16161 3219 58  0 42  0  0	
14  0  50880 52104532 500964 10243228    0    0     0    36 15552 2289 58  0 42  0  0	
 0  0  50880 52104656 500964 10243228    0    0     0     0 13958  520 57  0 43  0  0	
14  0  50880 52104532 500964 10243228    0    0     0     0 13848 1676 54  0 46  0  0	
14  0  50880 52104664 500964 10243228    0    0     0     0 15000 1535 58  0 42  0  0	
14  0  50880 52104788 500964 10243228    0    0     0    60 16154 3222 58  0 42  0  0	
14  0  50880 52104552 500964 10243228    0    0     0     0 12998  768 52  0 47  0  0	
14  0  50880 52104552 500964 10243228    0    0     0     0 14273  509 58  0 42  0  0	
14  0  50880 52104428 500964 10243232    0    0     0     0 14425  631 58  0 42  0  0	
14  0  50880 52103924 500964 10243232    0    0     0     0 12953  762 52  0 48  0  0	
14  0  50880 52103924 500964 10243232    0    0     0    60 14305  536 58  0 42  0  0	
14  0  50880 52103924 500964 10243232    0    0     0     0 14267  481 58  0 42  0  0	
14  0  50880 52103924 500964 10243232    0    0     0     0 12553  907 51  0 49  0  0	
