procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  50888 52847996 500024 11456652    0    0     0     1    0    0  2  0 98  0  0	
 1  0  50888 52800732 500024 11456700    0    0     0    16 4876 13167  8  1 91  0  0	
11  0  50888 52796232 500024 11456672    0    0     0     0 12278 2464 45  0 55  0  0	
11  0  50888 52795572 500024 11456672    0    0     0     0 11978 1172 46  0 54  0  0	
11  0  50888 52796092 500024 11456672    0    0     0    60 11120  184 46  0 54  0  0	
12  0  50888 52794808 500024 11456672    0    0     0    52 10709 1869 41  0 58  0  0	
11  0  50888 52794864 500024 11456676    0    0     0    56 11630  191 46  0 54  0  0	
11  0  50888 52794828 500024 11456676    0    0     0     8 11293  184 46  0 54  0  0	
11  0  50888 52793960 500024 11456676    0    0     0     0 11097  892 41  0 59  0  0	
11  0  50888 52794100 500024 11456676    0    0     0     0 11384  177 46  0 54  0  0	
11  0  50888 52793356 500024 11456676    0    0     0    40 11772  338 46  0 54  0  0	
11  0  50888 52794004 500024 11456676    0    0     0    48 10226  554 41  0 59  0  0	
11  0  50888 52794004 500024 11456676    0    0     0     0 11554  224 46  0 54  0  0	
11  0  50888 52794004 500024 11456676    0    0     0     0 11510  172 46  0 54  0  0	
11  0  50888 52794128 500024 11456676    0    0     0     0 10463  448 41  0 59  0  0	
11  0  50888 52794128 500024 11456676    0    0     0    28 11649  257 46  0 54  0  0	
11  0  50888 52794252 500024 11456676    0    0     0     0 11680  185 46  0 54  0  0	
 0  0  50888 52794376 500024 11456676    0    0     0     0 11159  358 44  0 57  0  0	
11  0  50888 52794500 500024 11456676    0    0     0     0 11132  316 44  0 56  0  0	
11  0  50888 52794500 500024 11456676    0    0     0     0 11636  198 46  0 54  0  0	
11  0  50888 52794608 500024 11456676    0    0     0    28 11627  193 46  0 54  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0  50888 52794732 500024 11456676    0    0     0     0 10312  530 41  0 59  0  0	
11  0  50888 52794732 500024 11456676    0    0     0     0 11525  182 46  0 54  0  0	
11  0  50888 52794732 500024 11456676    0    0     0     0 11518  178 46  0 54  0  0	
11  0  50888 52794856 500024 11456676    0    0     0     0 10429  563 41  0 59  0  0	
11  0  50888 52794856 500024 11456680    0    0     0     0 11380  179 46  0 54  0  0	
11  0  50888 52794856 500024 11456680    0    0     0    28 11649  198 46  0 54  0  0	
11  0  50888 52794964 500024 11456680    0    0     0    48 10348  356 41  0 59  0  0	
11  0  50888 52794964 500024 11456680    0    0     0     0 11113  180 46  0 54  0  0	
11  0  50888 52794964 500024 11456680    0    0     0     0 11293  204 46  0 54  0  0	
11  0  50888 52792732 500024 11456680    0    0     0     0 11084  368 41  0 59  0  0	
11  0  50888 52794472 500024 11456680    0    0     0    92 12482  343 46  0 54  0  0	
11  0  50888 52794596 500024 11456680    0    0     0    12 11127  182 46  0 54  0  0	
 0  0  50888 52794596 500024 11456680    0    0     0     0 10718  211 44  0 56  0  0	
11  0  50888 52793976 500024 11456680    0    0     0     0 11355  347 44  0 56  0  0	
12  0  50888 52793728 500024 11456680    0    0     0     0 11905  186 46  0 54  0  0	
11  0  50888 52793728 500024 11456680    0    0     0   128 12033  260 46  0 54  0  0	
11  0  50888 52793732 500024 11456680    0    0     0     0 10639  479 41  0 59  0  0	
11  0  50888 52793608 500024 11456680    0    0     0     0 11748  352 46  0 54  0  0	
11  0  50888 52793608 500024 11456680    0    0     0     0 11355  178 46  0 54  0  0	
11  0  50888 52793608 500024 11456680    0    0     0     0 10219  452 41  0 59  0  0	
11  0  50888 52793484 500024 11456680    0    0     0    40 11393  392 46  0 54  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0  50888 52793484 500024 11456680    0    0     0    36 11124  191 46  0 54  0  0	
11  0  50888 52793484 500024 11456680    0    0     0     0 10388  437 41  0 59  0  0	
11  0  50888 52793444 500024 11456684    0    0     0     0 11768  239 46  0 54  0  0	
11  0  50888 52793072 500024 11456684    0    0     0     0 11764  328 46  0 54  0  0	
11  0  50888 52793076 500024 11456684    0    0     0     0 10553  327 41  0 59  0  0	
11  0  50888 52793200 500024 11456684    0    0     0    48 11661  205 46  0 54  0  0	
11  0  50888 52793200 500024 11456684    0    0     0     0 11652  223 46  0 54  0  0	
 1  0  50888 52793200 500024 11456684    0    0     0     0 11041  258 44  0 56  0  0	
11  0  50888 52793200 500024 11456688    0    0     0     0 10843  426 44  0 56  0  0	
12  0  50888 52793080 500024 11456688    0    0     0     0 11430  180 46  0 54  0  0	
11  0  50888 52793080 500024 11456688    0    0     0    32 11532  374 46  0 54  0  0	
12  0  50888 52793204 500024 11456688    0    0     0     0 10540  366 41  0 59  0  0	
11  0  50888 52793204 500024 11456688    0    0     0     0 11874  177 46  0 54  0  0	
12  0  50888 52793204 500024 11456688    0    0     0    12 11659  191 46  0 54  0  0	
11  0  50888 52792956 500024 11456688    0    0     0     0 10539  549 41  0 59  0  0	
12  0  50888 52792708 500024 11456688    0    0     0     4 11360  184 46  0 54  0  0	
11  0  50888 52792740 500024 11456688    0    0     0    28 11573  189 46  0 54  0  0	
12  0  50888 52792740 500024 11456688    0    0     0     0 10046  546 41  0 59  0  0	
11  0  50888 52792740 500024 11456688    0    0     0     0 11142  220 46  0 54  0  0	
12  0  50888 52792740 500024 11456688    0    0     0    56 11529  227 46  0 54  0  0	
11  0  50888 52792744 500024 11456688    0    0     0    28 10424  322 41  0 59  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0  50888 52792744 500024 11456688    0    0     0    40 11887  196 46  0 54  0  0	
11  0  50888 52792768 500024 11456688    0    0     0     0 11782  177 46  0 54  0  0	
 0  0  50888 52792768 500024 11456688    0    0     0     0 11320  229 44  0 56  0  0	
11  0  50888 52788424 500024 11456660    0    0     0     0 8386 8682 24  0 75  0  0	
11  0  50888 52788052 500024 11456688    0    0     0     0 11521  293 46  0 54  0  0	
11  0  50888 52788076 500024 11456692    0    0     0    88 11906  200 46  0 54  0  0	
11  0  50888 52788568 500024 11456692    0    0     0     0 10657 1354 41  0 59  0  0	
11  0  50888 52788308 500024 11456692    0    0     0     0 11683  241 46  0 54  0  0	
11  0  50888 52788280 500024 11456692    0    0     0    40 11687  186 46  0 54  0  0	
11  0  50888 52787908 500024 11456692    0    0     0     4 11054  555 41  0 59  0  0	
11  0  50888 52788144 500024 11456692    0    0     0     0 11763  181 46  0 54  0  0	
11  0  50888 52788144 500024 11456692    0    0     0    44 11682  362 46  0 54  0  0	
11  0  50888 52788216 500024 11456692    0    0     0     0 11676  182 46  0 54  0  0	
11  0  50888 52788216 500024 11456692    0    0     0     0 10355  532 41  0 59  0  0	
11  0  50888 52788224 500024 11456692    0    0     0     0 11318  182 46  0 54  0  0	
11  0  50888 52788224 500024 11456692    0    0     0     0 11335  178 46  0 54  0  0	
11  0  50888 52788348 500024 11456692    0    0     0    32 10574  399 41  0 59  0  0	
11  0  50888 52788348 500024 11456692    0    0     0     0 11618  178 46  0 54  0  0	
11  0  50888 52788356 500024 11456692    0    0     0     0 11528  459 46  0 54  0  0	
11  0  50888 52788356 500024 11456692    0    0     0     0 10313  379 41  0 59  0  0	
11  0  50888 52788356 500024 11456692    0    0     0     0 11617  180 46  0 54  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0  50888 52788232 500024 11456692    0    0     0    32 11673  242 46  0 54  0  0	
11  0  50888 52788356 500024 11456696    0    0     0     4 10443  401 41  0 59  0  0	
11  0  50888 52788356 500024 11456696    0    0     0     0 11707  243 46  0 54  0  0	
12  0  50888 52788356 500024 11456696    0    0     0     0 11713  179 46  0 54  0  0	
11  0  50888 52788472 500024 11456696    0    0     0     0 10533  337 41  0 59  0  0	
11  0  50888 52788472 500024 11456696    0    0     0    32 11839  424 46  0 54  0  0	
11  0  50888 52788472 500024 11456696    0    0     0     0 11668  198 46  0 54  0  0	
11  0  50888 52788472 500024 11456696    0    0     0    16 11676  190 46  0 54  0  0	
11  0  50888 52788472 500024 11456696    0    0     0     8 10352  385 41  0 59  0  0	
11  0  50888 52788472 500024 11456696    0    0     0     0 11117  177 46  0 54  0  0	
11  0  50888 52788472 500024 11456696    0    0     0    52 11360  195 46  0 54  0  0	
11  0  50888 52785744 500024 11456696    0    0     0     0 11501  409 41  0 59  0  0	
11  0  50888 52787232 500024 11456700    0    0     0    68 12420  387 46  0 54  0  0	
12  0  50888 52787232 500024 11456700    0    0     0    24 11327  178 46  0 54  0  0	
11  0  50888 52787232 500024 11456700    0    0     0     0 10256  380 41  0 59  0  0	
11  0  50888 52787232 500024 11456700    0    0     0    40 11139  191 46  0 54  0  0	
11  0  50888 52787108 500024 11456700    0    0     0     0 11341  191 46  0 54  0  0	
11  0  50888 52787232 500024 11456700    0    0     0    44 10574  430 41  0 59  0  0	
11  0  50888 52787232 500024 11456700    0    0     0     4 11521  183 46  0 54  0  0	
11  0  50888 52787232 500024 11456700    0    0     0     0 11453  307 46  0 54  0  0	
11  0  50888 52787232 500024 11456700    0    0     0    48 10059  430 41  0 59  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0  50888 52787108 500024 11456704    0    0     0     0 11378  185 46  0 54  0  0	
11  0  50888 52787108 500024 11456704    0    0     0     0 11628  184 46  0 54  0  0	
11  0  50888 52787108 500024 11456704    0    0     0    16 11637  201 46  0 54  0  0	
11  0  50888 52772724 500024 11456704    0    0     0     0 10784  449 42  0 58  0  0	
11  0  50888 52772724 500024 11456704    0    0     0     0 11875  241 46  0 54  0  0	
11  0  50888 52772724 500024 11456704    0    0     0    36 11933  202 46  0 54  0  0	
11  0  50888 52776444 500024 11456708    0    0     0     0 10638  949 41  0 59  0  0	
11  0  50888 52776444 500024 11456708    0    0     0     0 11117  177 46  0 54  0  0	
12  0  50888 52776444 500024 11456708    0    0     0     0 11428  206 46  0 54  0  0	
11  0  50888 52776444 500024 11456708    0    0     0    12 10560  444 41  0 59  0  0	
11  0  50888 52776444 500024 11456708    0    0     0    44 11787  268 46  0 54  0  0	
11  0  50888 52776568 500024 11456708    0    0     0     0 11673  177 46  0 54  0  0	
11  0  50888 52776568 500024 11456708    0    0     0     0 10423  557 41  0 59  0  0	
11  0  50888 52776196 500024 11456708    0    0     0     0 11193  394 46  0 54  0  0	
11  0  50888 52776196 500024 11456708    0    0     0     0 11123  184 46  0 54  0  0	
11  0  50888 52776196 500024 11456708    0    0     0    32 10055  357 41  0 59  0  0	
