procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  50976 51441328 493980 11043076    0    0     0     1    0    0  1  0 99  0  0	
 6  0  50976 51392148 493980 11043080    0    0     0    40 6440 14642 11  1 88  0  0	
 6  0  50976 51389804 493980 11043092    0    0     0     0 7049  492 25  0 75  0  0	
 6  0  50976 51389488 493980 11043092    0    0     0     0 7071  471 25  0 75  0  0	
 0  0  50976 51389364 493980 11043092    0    0     0     0 6369  788 23  0 77  0  0	
 6  0  50976 51387672 493980 11043092    0    0     0    56 7083 2000 25  0 75  0  0	
 6  0  50976 51387028 493980 11043092    0    0     0    96 6914  666 25  0 75  0  0	
 6  0  50976 51387276 493980 11043092    0    0     0     0 6407  458 25  0 75  0  0	
 6  0  50976 51387128 493980 11043092    0    0     0    16 5838  808 23  0 77  0  0	
 6  0  50976 51386932 493980 11043092    0    0     0     0 6687  463 25  0 75  0  0	
 6  0  50976 51386932 493980 11043092    0    0     0     0 6796  493 25  0 75  0  0	
 6  0  50976 51386948 493980 11043092    0    0     0   116 6266  805 23  0 78  0  0	
 6  0  50976 51386948 493980 11043092    0    0     0     0 6875  498 25  0 75  0  0	
 7  0  50976 51387204 493980 11043092    0    0     0     0 6782  462 25  0 75  0  0	
 6  0  50976 51387220 493980 11043092    0    0     0     0 6267  691 23  0 77  0  0	
 6  0  50976 51387268 493980 11043092    0    0     0    32 6850  479 25  0 75  0  0	
 6  0  50976 51387268 493980 11043092    0    0     0    56 7024  651 25  0 75  0  0	
 6  0  50976 51387360 493980 11043092    0    0     0     0 6153  695 23  0 77  0  0	
 6  0  50976 51387360 493980 11043092    0    0     0     0 6905  497 25  0 75  0  0	
 6  0  50976 51387360 493980 11043092    0    0     0     0 7025  465 25  0 75  0  0	
 0  0  50976 51387552 493980 11043092    0    0     0     0 5986  670 23  0 77  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0  50976 51387584 493980 11043092    0    0     0    80 6180  656 24  0 76  0  0	
 6  0  50976 51387528 493980 11043092    0    0     0     0 6819  466 25  0 75  0  0	
 6  0  50976 51387528 493980 11043092    0    0     0     0 6933  514 25  0 75  0  0	
 6  0  50976 51387652 493980 11043092    0    0     0     0 5809  624 22  0 77  0  0	
 6  0  50976 51387552 493980 11043096    0    0     0     0 6262  468 25  0 75  0  0	
 6  0  50976 51387552 493980 11043096    0    0     0    28 6976  621 25  0 75  0  0	
 6  0  50976 51387792 493980 11043096    0    0     0    28 6004  522 22  0 78  0  0	
 6  0  50976 51387800 493980 11043096    0    0     0     0 6685  466 25  0 75  0  0	
 6  0  50976 51388048 493980 11043096    0    0     0     0 6787  516 25  0 75  0  0	
 6  0  50976 51388048 493980 11043096    0    0     0    12 6180  632 23  0 78  0  0	
 6  0  50976 51388048 493980 11043096    0    0     0    28 6764  482 25  0 75  0  0	
 6  0  50976 51388048 493980 11043096    0    0     0    48 6767  482 25  0 75  0  0	
 6  0  50976 51388180 493980 11043096    0    0     0     0 6139  668 23  0 77  0  0	
 6  0  50976 51388188 493980 11043096    0    0     0     0 6671  465 25  0 75  0  0	
 6  0  50976 51388064 493980 11043096    0    0     0    76 6777  632 25  0 75  0  0	
 0  0  50976 51388064 493980 11043096    0    0     0    40 6398  673 23  0 77  0  0	
 6  0  50976 51387932 493980 11043096    0    0     0    36 6592  587 24  0 76  0  0	
 6  0  50976 51387932 493980 11043096    0    0     0     0 6816  487 25  0 75  0  0	
 6  0  50976 51387936 493980 11043096    0    0     0     0 6852  461 25  0 75  0  0	
 6  0  50976 51388060 493980 11043096    0    0     0    32 5849  622 23  0 77  0  0	
 6  0  50976 51387972 493980 11043100    0    0     0    80 6797  510 25  0 75  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0  50976 51387972 493980 11043100    0    0     0    36 6404  475 25  0 75  0  0	
 6  0  50976 51387972 493980 11043104    0    0     0     4 6288  577 22  0 77  0  0	
 6  0  50976 51387972 493980 11043104    0    0     0     0 7042  463 25  0 75  0  0	
 6  0  50976 51388096 493980 11043104    0    0     0    32 7079  474 25  0 75  0  0	
 6  0  50976 51388096 493980 11043104    0    0     0    60 6156  885 23  0 77  0  0	
 6  0  50976 51387964 493980 11043104    0    0     0     0 6290  512 25  0 75  0  0	
 6  0  50976 51387964 493980 11043104    0    0     0    28 6590  473 25  0 75  0  0	
 6  0  50976 51387964 493980 11043104    0    0     0     0 5964  649 23  0 77  0  0	
 6  0  50976 51387964 493980 11043104    0    0     0    16 6993  584 25  0 75  0  0	
 6  0  50976 51388088 493980 11043104    0    0     0    28 7052  491 25  0 75  0  0	
 0  0  50976 51388172 493980 11043104    0    0     0    16 6617  492 23  0 77  0  0	
 6  0  50976 51385576 493980 11043104    0    0     0    32 7423  648 24  0 76  0  0	
 6  0  50976 51385328 493980 11043104    0    0     0     0 7053  462 25  0 75  0  0	
 6  0  50976 51385204 493980 11043104    0    0     0     0 7064  476 25  0 75  0  0	
 6  0  50976 51386940 493980 11043104    0    0     0    40 6492  760 23  0 77  0  0	
 6  0  50976 51387212 493980 11043104    0    0     0     0 6732  464 25  0 75  0  0	
 6  0  50976 51387088 493980 11043104    0    0     0    40 6522  488 25  0 75  0  0	
 6  0  50976 51387080 493980 11043104    0    0     0   672 6013 1059 23  0 77  0  0	
 6  0  50976 51387080 493980 11043104    0    0     0    12 6769  476 25  0 75  0  0	
 6  0  50976 51387088 493980 11043104    0    0     0    28 6793  488 25  0 75  0  0	
 6  0  50976 51387088 493980 11043104    0    0     0     0 6198  626 23  0 77  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0  50976 51387088 493980 11043104    0    0     0    40 7050  477 25  0 75  0  0	
 6  0  50976 51387092 493980 11043104    0    0     0     0 7073  467 25  0 75  0  0	
 6  0  50976 51392652 493980 11043104    0    0     0    24 6509 3442 19  0 80  0  0	
 6  0  50976 51387968 493980 11043104    0    0     0    28 6360 6120 20  0 80  0  0	
 6  0  50976 51386272 493980 11043104    0    0     0     0 6269  475 25  0 75  0  0	
 6  0  50976 51385528 493980 11043104    0    0     0    72 6618  496 25  0 75  0  0	
 6  0  50976 51385764 493980 11043108    0    0     0     0 6386 1196 23  0 77  0  0	
 6  0  50976 51385704 493980 11043108    0    0     0     4 6484  492 25  0 75  0  0	
 6  0  50976 51385604 493980 11043108    0    0     0    40 6510  563 25  0 75  0  0	
 6  0  50976 51385552 493980 11043108    0    0     0     0 5806  745 22  0 77  0  0	
 6  0  50976 51385524 493980 11043108    0    0     0    44 6326  472 25  0 75  0  0	
 6  0  50976 51385592 493980 11043108    0    0     0     0 6960  463 25  0 75  0  0	
 6  0  50976 51385720 493980 11043108    0    0     0    68 6530  655 22  0 78  0  0	
 6  0  50976 51385720 493980 11043108    0    0     0    28 7250  640 25  0 75  0  0	
 6  0  50976 51385924 493980 11043108    0    0     0     0 7037  459 25  0 75  0  0	
 0  0  50976 51386048 493980 11043108    0    0     0    48 6861  488 24  0 76  0  0	
 6  0  50976 51386040 493980 11043108    0    0     0     0 6543  602 23  0 77  0  0	
 6  0  50976 51386040 493980 11043108    0    0     0     0 7078  477 25  0 75  0  0	
 6  0  50976 51386172 493980 11043108    0    0     0    64 7136  653 25  0 75  0  0	
 6  0  50976 51386172 493980 11043108    0    0     0     0 6166  664 23  0 77  0  0	
 6  0  50976 51385984 493980 11043108    0    0     0     0 6817  505 25  0 75  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0  50976 51386092 493980 11043108    0    0     0    32 6774  471 25  0 75  0  0	
 6  0  50976 51386092 493980 11043108    0    0     0    16 6114  618 23  0 77  0  0	
 6  0  50976 51385968 493980 11043112    0    0     0    28 7014  653 25  0 75  0  0	
 6  0  50976 51386084 493980 11043116    0    0     0    12 7136  479 25  0 75  0  0	
 6  0  50976 51386076 493980 11043116    0    0     0     0 6082  610 23  0 77  0  0	
 6  0  50976 51386076 493980 11043116    0    0     0    32 6705  476 25  0 75  0  0	
 6  0  50976 51386080 493980 11043116    0    0     0     4 6269  478 25  0 75  0  0	
 6  0  50976 51386080 493980 11043116    0    0     0    40 6279  625 23  0 77  0  0	
 6  0  50976 51386080 493980 11043116    0    0     0     0 6758  452 25  0 75  0  0	
 6  0  50976 51386212 493980 11043116    0    0     0     0 6919  489 25  0 75  0  0	
 0  0  50976 51386212 493980 11043116    0    0     0    36 6891  510 24  0 76  0  0	
 6  0  50976 51386216 493980 11043116    0    0     0    40 6369  641 23  0 77  0  0	
