procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  50964 49199712 496056 11068216    0    0     0     1    0    0  2  0 98  0  0	
 4  0  50964 49154416 496056 11068196    0    0     0   108 4693 13004  7  1 92  0  0	
22  0  50964 49145092 496056 11068228    0    0     0     0 22245 2761 83  0 17  0  0	
22  0  50964 49144844 496056 11068240    0    0     0     0 22078  630 90  0 10  0  0	
22  0  50964 49145612 496056 11068240    0    0     0     0 22552  483 92  0  8  0  0	
22  0  50964 49144980 496056 11068240    0    0     0     0 20504 2912 81  0 19  0  0	
22  0  50964 49144732 496056 11068240    0    0     0    72 22457  498 92  0  8  0  0	
22  0  50964 49144872 496056 11068240    0    0     0    32 22237  477 92  0  8  0  0	
22  0  50964 49145328 496056 11068240    0    0     0     0 19854 1232 81  0 19  0  0	
23  0  50964 49145268 496056 11068240    0    0     0     0 22288  631 92  0  8  0  0	
22  0  50964 49145656 496056 11068240    0    0     0     0 22411  479 92  0  8  0  0	
22  0  50964 49145920 496056 11068240    0    0     0    12 19486 1005 80  0 20  0  0	
22  0  50964 49145812 496056 11068240    0    0     0    24 21974  703 90  0 10  0  0	
22  0  50964 49145992 496056 11068240    0    0     0     0 22336  585 92  0  8  0  0	
22  0  50964 49144504 496056 11068240    0    0     0     0 21284 1154 81  0 19  0  0	
22  0  50964 49144008 496056 11068240    0    0     0     0 21227  561 88  0 13  0  0	
22  0  50964 49145132 496056 11068244    0    0     0    16 23206  516 90  0 10  0  0	
 0  0  50964 49145380 496056 11068244    0    0     0    24 21746  563 89  0 11  0  0	
22  0  50964 49145380 496056 11068244    0    0     0     0 20627  729 84  0 16  0  0	
22  0  50964 49145464 496056 11068244    0    0     0     0 22370  644 92  0  8  0  0	
22  0  50964 49145836 496056 11068244    0    0     0     0 22248  486 92  0  8  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50964 49145224 496056 11068244    0    0     0    12 19656 1061 80  0 20  0  0	
22  0  50964 49145224 496056 11068244    0    0     0     0 22283  471 92  0  8  0  0	
22  0  50964 49145348 496056 11068244    0    0     0    20 22541  634 92  0  8  0  0	
22  0  50964 49142836 496056 11068244    0    0     0    12 20699 1055 81  0 19  0  0	
22  0  50964 49142340 496056 11068244    0    0     0     0 22393  479 92  0  8  0  0	
22  0  50964 49142464 496056 11068244    0    0     0     8 22458  481 92  0  8  0  0	
22  0  50964 49139984 496056 11068244    0    0     0     0 20364  815 80  0 20  0  0	
22  0  50964 49139612 496056 11068244    0    0     0    40 20414  664 83  0 17  0  0	
22  0  50964 49139744 496056 11068244    0    0     0    12 21320  752 87  0 13  0  0	
23  0  50964 49135652 496056 11068244    0    0     0     0 20812  736 81  0 19  0  0	
22  0  50964 49135652 496056 11068244    0    0     0    48 22340  612 91  0  9  0  0	
22  0  50964 49136024 496056 11068244    0    0     0     0 22334  500 92  0  8  0  0	
 0  0  50964 49136024 496056 11068244    0    0     0    44 21921  667 90  0 10  0  0	
22  0  50964 49136016 496056 11068244    0    0     0     0 20411  758 84  0 16  0  0	
22  0  50964 49136100 496056 11068244    0    0     0     0 22227  469 92  0  8  0  0	
22  0  50964 49136100 496056 11068244    0    0     0   136 22517  560 92  0  8  0  0	
22  0  50964 49136100 496056 11068244    0    0     0     0 20196  936 82  0 18  0  0	
22  0  50964 49136100 496056 11068244    0    0     0    36 22569  485 92  0  8  0  0	
23  0  50964 49136232 496056 11068244    0    0     0     0 22539  606 92  0  8  0  0	
22  0  50964 49136240 496056 11068244    0    0     0     0 20158  847 82  0 18  0  0	
22  0  50964 49135992 496056 11068244    0    0     0    64 22585  496 92  0  8  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50964 49135992 496056 11068244    0    0     0     0 22237  471 92  0  8  0  0	
22  0  50964 49135992 496056 11068252    0    0     0     0 20095 1009 81  0 19  0  0	
22  0  50964 49135860 496056 11068252    0    0     0    36 22388  488 92  0  8  0  0	
22  0  50964 49135984 496056 11068252    0    0     0     0 22237  473 92  0  8  0  0	
22  0  50964 49136108 496056 11068252    0    0     0    16 20351  752 82  0 18  0  0	
22  0  50964 49135860 496056 11068252    0    0     0    20 22316  481 92  0  8  0  0	
22  0  50964 49135984 496056 11068252    0    0     0     0 22241  516 92  0  8  0  0	
 0  0  50964 49136124 496056 11068252    0    0     0    28 21867  715 90  0 10  0  0	
22  0  50964 49136124 496056 11068252    0    0     0     0 19515  849 80  0 20  0  0	
22  0  50964 49136124 496056 11068252    0    0     0     0 21262  562 88  0 12  0  0	
22  0  50964 49136248 496056 11068252    0    0     0     0 21965  524 90  0 10  0  0	
22  0  50964 49136040 496056 11068252    0    0     0     0 20183  863 82  0 18  0  0	
22  0  50964 49136032 496056 11068252    0    0     0    28 22375  503 92  0  8  0  0	
22  0  50964 49136124 496056 11068252    0    0     0     0 22228  468 92  0  8  0  0	
22  0  50964 49136248 496056 11068252    0    0     0     4 20008  912 82  0 18  0  0	
22  0  50964 49136252 496056 11068252    0    0     0     4 22338  478 92  0  8  0  0	
22  0  50964 49136252 496056 11068252    0    0     0     0 22403  472 92  0  8  0  0	
22  0  50964 49136312 496056 11068256    0    0     0    56 19663  891 81  0 19  0  0	
22  0  50964 49136384 496056 11068256    0    0     0     0 21885  556 90  0 10  0  0	
22  0  50964 49136392 496056 11068256    0    0     0    32 22221  478 92  0  8  0  0	
24  0  50964 49120396 496056 11068256    0    0     0     0 23492  739 83  0 17  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50964 49111468 496056 11068256    0    0     0     0 24060  767 92  0  8  0  0	
22  0  50964 49111336 496056 11068256    0    0     0     0 22312  475 92  0  8  0  0	
 1  0  50964 49111336 496056 11068256    0    0     0    48 22035  562 90  0 10  0  0	
22  0  50964 49136560 496056 11068256    0    0     0    56 12982 9426 39  1 60  0  0	
22  0  50964 49134000 496056 11068256    0    0     0     0 22164  599 91  0  9  0  0	
22  0  50964 49134000 496056 11068256    0    0     0     0 22356  474 92  0  8  0  0	
22  0  50964 49135248 496056 11068256    0    0     0     0 19828 2273 80  0 20  0  0	
22  0  50964 49134696 496056 11068256    0    0     0    48 22108  635 91  0  9  0  0	
22  0  50964 49134768 496056 11068256    0    0     0    16 22282  484 92  0  8  0  0	
 0  0  50964 49135024 496056 11068256    0    0     0     0 20893  709 85  0 15  0  0	
22  0  50964 49135232 496056 11068256    0    0     0     0 21804 1090 88  0 12  0  0	
22  0  50964 49135224 496056 11068256    0    0     0     0 22440  471 92  0  8  0  0	
22  0  50964 49135320 496056 11068256    0    0     0    36 22243  481 92  0  8  0  0	
22  0  50964 49135444 496056 11068256    0    0     0    72 19444  956 79  0 21  0  0	
22  0  50964 49135444 496056 11068256    0    0     0     0 22190  594 91  0  9  0  0	
22  0  50964 49135444 496056 11068256    0    0     0     0 22350  475 92  0  8  0  0	
22  0  50964 49133340 496056 11068256    0    0     0     0 21356  991 81  0 19  0  0	
22  0  50964 49133216 496056 11068256    0    0     0    36 22377  614 91  0  9  0  0	
22  0  50964 49134712 496056 11068256    0    0     0    12 23627  485 92  0  8  0  0	
22  0  50964 49134836 496056 11068256    0    0     0     0 20080 1068 82  0 18  0  0	
22  0  50964 49134216 496056 11068256    0    0     0     0 22351  587 92  0  8  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50964 49134208 496056 11068256    0    0     0    12 22478  537 92  0  8  0  0	
22  0  50964 49134272 496056 11068260    0    0     0     0 19872  959 82  0 18  0  0	
22  0  50964 49134148 496056 11068260    0    0     0    44 22354  494 92  0  9  0  0	
22  0  50964 49134148 496056 11068264    0    0     0     0 22335  469 92  0  8  0  0	
 0  0  50964 49134148 496056 11068264    0    0     0     0 20959  631 86  0 14  0  0	
22  0  50964 49131680 496056 11068264    0    0     0    12 22532 1024 87  0 13  0  0	
22  0  50964 49131680 496056 11068264    0    0     0     0 22225  475 92  0  8  0  0	
22  0  50964 49132300 496056 11068264    0    0     0    48 22587  502 92  0  8  0  0	
22  0  50964 49129448 496056 11068264    0    0     0     0 20674  831 79  0 21  0  0	
22  0  50964 49129448 496056 11068264    0    0     0     0 21359  681 88  0 12  0  0	
22  0  50964 49129564 496056 11068264    0    0     0     0 21877  500 90  0 10  0  0	
22  0  50964 49125844 496056 11068264    0    0     0     0 20078  956 79  0 21  0  0	
22  0  50964 49126712 496056 11068264    0    0     0   120 21608  626 88  0 12  0  0	
22  0  50964 49126712 496056 11068264    0    0     0     0 21987  497 90  0 10  0  0	
22  0  50964 49125224 496056 11068264    0    0     0     0 20074  815 82  0 17  0  0	
22  0  50964 49125224 496056 11068264    0    0     0     0 22304  593 92  0  8  0  0	
22  0  50964 49125368 496056 11068264    0    0     0     0 22384  478 92  0  8  0  0	
22  0  50964 49125996 496056 11068264    0    0     0    88 20170  925 82  0 18  0  0	
22  0  50964 49125996 496056 11068268    0    0     0     0 22221  467 92  0  8  0  0	
22  0  50964 49126132 496056 11068268    0    0     0     0 22550  589 92  0  8  0  0	
 0  0  50964 49126248 496056 11068268    0    0     0     0 20849  583 86  0 14  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50964 49126248 496056 11068272    0    0     0     0 21121  732 87  0 13  0  0	
22  0  50964 49126248 496056 11068272    0    0     0    36 22357  498 92  0  8  0  0	
23  0  50964 49126248 496056 11068272    0    0     0    32 22223  479 92  0  8  0  0	
22  0  50964 49126372 496056 11068272    0    0     0     0 19932  946 81  0 19  0  0	
22  0  50964 49126256 496056 11068272    0    0     0     0 22249  606 92  0  8  0  0	
22  0  50964 49126256 496056 11068272    0    0     0     0 22208  467 92  0  8  0  0	
22  0  50964 49126132 496056 11068272    0    0     0    16 19507  748 80  0 20  0  0	
22  0  50964 49126132 496056 11068272    0    0     0    28 22054  529 90  0 10  0  0	
22  0  50964 49126132 496056 11068272    0    0     0    12 22380  632 92  0  8  0  0	
22  0  50964 49126124 496056 11068272    0    0     0     0 20114  715 82  0 18  0  0	
22  0  50964 49126000 496056 11068272    0    0     0     0 22397  472 92  0  8  0  0	
22  0  50964 49126124 496056 11068272    0    0     0    20 22244  481 92  0  8  0  0	
22  0  50964 49126124 496056 11068272    0    0     0    32 19855  743 82  0 18  0  0	
22  0  50964 49125876 496056 11068272    0    0     0     0 21259  577 88  0 12  0  0	
22  0  50964 49125876 496056 11068272    0    0     0    12 21239  737 88  0 13  0  0	
 0  0  50964 49125876 496056 11068272    0    0     0     0 20016  694 82  0 18  0  0	
22  0  50964 49125264 496056 11068272    0    0     0     4 20284  892 83  0 17  0  0	
22  0  50964 49125264 496056 11068272    0    0     0    28 22016  523 90  0 10  0  0	
22  0  50964 49125256 496056 11068272    0    0     0     0 22347  608 92  0  8  0  0	
22  0  50964 49125240 496056 11068272    0    0     0     0 19948  685 82  0 18  0  0	
22  0  50964 49124984 496056 11068272    0    0     0     0 22231  471 92  0  8  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0  50964 49125108 496056 11068272    0    0     0    44 22623  479 92  0  8  0  0	
22  0  50964 49114568 496056 11068272    0    0     0     0 23077  804 81  0 19  0  0	
22  0  50964 49114196 496056 11068272    0    0     0    40 22479  485 92  0  8  0  0	
22  0  50964 49114204 496056 11068280    0    0     0     0 22418  649 92  0  8  0  0	
 2  0  50964 49131524 496056 11068280    0    0     0     0 14348 6640 51  0 48  0  0	
22  0  50964 49126344 496056 11068280    0    0     0    64 20672 3152 79  0 21  0  0	
