procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  50932 48699816 497564 11117868    0    0     0     1    0    0  2  0 98  0  0	
 1  0  50932 48651444 497564 11117892    0    0     0     0 4723 13099  7  1 92  0  0	
10  0  50932 48648016 497564 11117892    0    0     0    64 10686 2086 41  0 59  0  0	
10  0  50932 48647024 497564 11117892    0    0     0     0 10906  602 42  0 58  0  0	
10  0  50932 48647744 497564 11117892    0    0     0     0 10795  449 42  0 58  0  0	
10  0  50932 48645828 497564 11117896    0    0     0    12 9989 2419 38  0 62  0  0	
11  0  50932 48645404 497564 11117896    0    0     0    52 10446  475 42  0 58  0  0	
10  0  50932 48645804 497564 11117896    0    0     0     0 10832  467 42  0 58  0  0	
11  0  50932 48644316 497564 11117896    0    0     0    24 9884 1056 37  0 63  0  0	
10  0  50932 48644484 497564 11117896    0    0     0     0 10267  462 42  0 58  0  0	
11  0  50932 48644720 497564 11117896    0    0     0     0 10397  508 42  0 58  0  0	
10  0  50932 48644720 497564 11117896    0    0     0     0 9591  728 38  0 63  0  0	
11  0  50932 48644844 497564 11117896    0    0     0     0 10342  470 42  0 58  0  0	
10  0  50932 48644984 497564 11117896    0    0     0    60 10784  624 42  0 58  0  0	
10  0  50932 48645100 497564 11117896    0    0     0     0 9891  758 37  0 62  0  0	
10  0  50932 48645100 497564 11117896    0    0     0     0 10750  527 42  0 58  0  0	
10  0  50932 48645224 497564 11117896    0    0     0     0 10795  453 42  0 58  0  0	
 0  0  50932 48645472 497564 11117896    0    0     0    32 10331  608 40  0 60  0  0	
10  0  50932 48645472 497564 11117896    0    0     0    20 9978  627 40  0 60  0  0	
10  0  50932 48645100 497564 11117896    0    0     0     0 11030  460 42  0 58  0  0	
10  0  50932 48645216 497564 11117896    0    0     0     0 10464  460 42  0 58  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  50932 48645224 497564 11117896    0    0     0     0 9675  645 38  0 63  0  0	
10  0  50932 48645312 497564 11117896    0    0     0    12 10694  519 42  0 58  0  0	
10  0  50932 48645180 497564 11117896    0    0     0    40 10810  621 42  0 58  0  0	
10  0  50932 48645056 497564 11117896    0    0     0     0 9617  686 38  0 63  0  0	
10  0  50932 48645072 497564 11117896    0    0     0     0 10430  467 42  0 58  0  0	
10  0  50932 48645140 497564 11117896    0    0     0     0 10414  631 42  0 58  0  0	
10  0  50932 48645024 497564 11117896    0    0     0     0 9272  606 37  0 63  0  0	
10  0  50932 48645024 497564 11117896    0    0     0    16 10383  472 42  0 58  0  0	
10  0  50932 48645024 497564 11117896    0    0     0    36 10805  499 42  0 58  0  0	
10  0  50932 48645088 497564 11117896    0    0     0     0 9656  609 37  0 62  0  0	
10  0  50932 48645156 497564 11117896    0    0     0     0 10272  462 42  0 58  0  0	
10  0  50932 48645104 497564 11117900    0    0     0   120 10467  469 42  0 58  0  0	
 0  0  50932 48645096 497564 11117900    0    0     0    12 10301  667 40  0 60  0  0	
10  0  50932 48642492 497564 11117900    0    0     0    40 11156  677 40  0 60  0  0	
10  0  50932 48642492 497564 11117900    0    0     0     0 10795  635 42  0 58  0  0	
10  0  50932 48644848 497564 11117900    0    0     0     0 11271  452 42  0 58  0  0	
10  0  50932 48644724 497564 11117900    0    0     0    64 9676  681 38  0 62  0  0	
10  0  50932 48644600 497564 11117900    0    0     0     4 10941  465 42  0 58  0  0	
10  0  50932 48644476 497564 11117900    0    0     0    28 10982  485 42  0 58  0  0	
10  0  50932 48644476 497564 11117900    0    0     0     0 9627  720 38  0 62  0  0	
10  0  50932 48644484 497564 11117900    0    0     0     0 10669  460 42  0 58  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  50932 48644484 497564 11117900    0    0     0    16 10674  474 42  0 58  0  0	
10  0  50932 48644484 497564 11117904    0    0     0     0 9695  844 38  0 62  0  0	
10  0  50932 48644352 497564 11117904    0    0     0    28 11055  620 42  0 58  0  0	
10  0  50932 48644352 497564 11117904    0    0     0     0 10433  470 42  0 58  0  0	
10  0  50932 48644724 497564 11117904    0    0     0     0 9519  746 38  0 63  0  0	
10  0  50932 48644476 497564 11117904    0    0     0    32 10939  523 42  0 58  0  0	
11  0  50932 48644228 497564 11117904    0    0     0    28 10657  460 42  0 58  0  0	
 0  0  50932 48644236 497564 11117908    0    0     0     0 10134  492 40  0 60  0  0	
10  0  50932 48644236 497564 11117908    0    0     0    24 10138  603 40  0 60  0  0	
10  0  50932 48644236 497564 11117908    0    0     0     0 10457  468 42  0 58  0  0	
10  0  50932 48644484 497564 11117908    0    0     0    20 11035  630 42  0 58  0  0	
10  0  50932 48644608 497564 11117908    0    0     0     4 9885  811 37  0 63  0  0	
10  0  50932 48644608 497564 11117908    0    0     0     0 10664  453 42  0 58  0  0	
10  0  50932 48644600 497564 11117908    0    0     0    36 10671  483 42  0 58  0  0	
10  0  50932 48644600 497564 11117908    0    0     0     0 9468  661 37  0 63  0  0	
10  0  50932 48644600 497564 11117908    0    0     0     0 10371  472 42  0 58  0  0	
10  0  50932 48644600 497564 11117908    0    0     0    12 10289  524 42  0 58  0  0	
10  0  50932 48644476 497564 11117908    0    0     0     0 9296  902 37  0 63  0  0	
10  0  50932 48644476 497564 11117908    0    0     0    28 10371  475 42  0 58  0  0	
10  0  50932 48644484 497564 11117908    0    0     0     0 10694  628 42  0 58  0  0	
10  0  50932 48644484 497564 11117908    0    0     0    40 9683  649 38  0 62  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  50932 48644484 497564 11117908    0    0     0     8 10547  592 42  0 58  0  0	
11  0  50932 48644228 497564 11117908    0    0     0    16 10654  469 42  0 58  0  0	
 0  0  50932 48644228 497564 11117908    0    0     0    44 10494  538 40  0 60  0  0	
11  0  50932 48641468 497564 11117912    0    0     0     0 7495 9226 21  1 78  0  0	
10  0  50932 48641368 497564 11117940    0    0     0     0 10771  520 42  0 58  0  0	
10  0  50932 48641516 497564 11117908    0    0     0     0 10964  466 42  0 58  0  0	
10  0  50932 48640156 497564 11117908    0    0     0     0 10646 1537 37  0 62  0  0	
10  0  50932 48638820 497564 11117908    0    0     0     0 10518  751 42  0 58  0  0	
10  0  50932 48638916 497564 11117908    0    0     0    80 10462  493 42  0 58  0  0	
10  0  50932 48638668 497564 11117908    0    0     0    44 10003  757 37  0 63  0  0	
10  0  50932 48638296 497564 11117908    0    0     0     4 11040  641 42  0 58  0  0	
10  0  50932 48638288 497564 11117908    0    0     0     0 10796  459 42  0 58  0  0	
10  0  50932 48638352 497564 11117908    0    0     0     0 10656  471 42  0 58  0  0	
10  0  50932 48638728 497564 11117912    0    0     0    44 9665  666 38  0 63  0  0	
10  0  50932 48638744 497564 11117912    0    0     0    32 10691  472 42  0 58  0  0	
10  0  50932 48638868 497564 11117912    0    0     0     0 10505  606 42  0 58  0  0	
10  0  50932 48638868 497564 11117912    0    0     0     0 9597  719 37  0 63  0  0	
10  0  50932 48638992 497564 11117912    0    0     0     0 10312  515 42  0 58  0  0	
10  0  50932 48639000 497564 11117912    0    0     0    28 10427  478 42  0 58  0  0	
10  0  50932 48639008 497564 11117912    0    0     0    12 9638  685 38  0 63  0  0	
10  0  50932 48639124 497564 11117912    0    0     0    36 10812  596 42  0 58  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  50932 48639124 497564 11117912    0    0     0     0 10663  455 42  0 58  0  0	
10  0  50932 48639248 497564 11117912    0    0     0     0 9690  639 37  0 63  0  0	
10  0  50932 48639248 497564 11117912    0    0     0    44 10815  524 42  0 58  0  0	
10  0  50932 48639372 497564 11117916    0    0     0     0 10816  642 42  0 58  0  0	
10  0  50932 48639124 497564 11117916    0    0     0    12 9806  629 38  0 62  0  0	
10  0  50932 48639132 497564 11117916    0    0     0     0 10557  519 41  0 59  0  0	
10  0  50932 48639008 497564 11117916    0    0     0     0 10554  466 42  0 58  0  0	
10  0  50932 48639132 497564 11117916    0    0     0     0 10528  460 42  0 58  0  0	
10  0  50932 48639256 497564 11117916    0    0     0    52 9699  645 38  0 62  0  0	
10  0  50932 48639248 497564 11117920    0    0     0     4 10757  634 42  0 58  0  0	
10  0  50932 48639248 497564 11117920    0    0     0     0 10677  500 42  0 58  0  0	
10  0  50932 48639372 497564 11117920    0    0     0     0 9808  798 38  0 62  0  0	
11  0  50932 48639424 497564 11117920    0    0     0     0 10374  450 42  0 58  0  0	
10  0  50932 48639424 497564 11117920    0    0     0    96 10559  493 42  0 58  0  0	
10  0  50932 48637192 497564 11117920    0    0     0     4 10427  717 38  0 62  0  0	
10  0  50932 48636944 497564 11117920    0    0     0     0 10444  468 42  0 58  0  0	
10  0  50932 48637068 497564 11117920    0    0     0     0 10595  458 42  0 58  0  0	
10  0  50932 48638812 497564 11117920    0    0     0     0 10292  644 38  0 62  0  0	
10  0  50932 48638812 497564 11117920    0    0     0    36 11024  474 42  0 58  0  0	
10  0  50932 48638812 497564 11117920    0    0     0    16 10601  628 42  0 58  0  0	
10  0  50932 48638928 497564 11117920    0    0     0     0 9368  800 38  0 62  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  50932 48638928 497564 11117924    0    0     0     0 10860  498 42  0 58  0  0	
10  0  50932 48638928 497564 11117924    0    0     0     0 10644  502 42  0 58  0  0	
10  0  50932 48638928 497564 11117924    0    0     0    76 10892  483 42  0 58  0  0	
10  0  50932 48638928 497564 11117924    0    0     0     0 9815  643 37  0 62  0  0	
10  0  50932 48638940 497564 11117924    0    0     0     0 10965  462 42  0 58  0  0	
10  0  50932 48639064 497564 11117924    0    0     0     0 11010  458 42  0 58  0  0	
10  0  50932 48639064 497564 11117924    0    0     0     0 9884  641 38  0 62  0  0	
10  0  50932 48639064 497564 11117924    0    0     0    16 10415  529 42  0 58  0  0	
10  0  50932 48639064 497564 11117924    0    0     0    28 10835  763 42  0 58  0  0	
10  0  50932 48639056 497564 11117924    0    0     0     0 9643  650 38  0 62  0  0	
10  0  50932 48639056 497564 11117924    0    0     0     0 10656  463 42  0 58  0  0	
10  0  50932 48639056 497564 11117924    0    0     0     0 10660  455 42  0 58  0  0	
11  0  50932 48625664 497564 11117924    0    0     0    16 9931  643 38  0 62  0  0	
10  0  50932 48625044 497564 11117924    0    0     0    64 10882  589 42  0 58  0  0	
10  0  50932 48625044 497564 11117928    0    0     0     0 10806  472 42  0 58  0  0	
10  0  50932 48625044 497564 11117928    0    0     0     0 9778  586 38  0 63  0  0	
10  0  50932 48628896 497564 11117928    0    0     0     0 10816  708 42  0 58  0  0	
10  0  50932 48629020 497564 11117928    0    0     0    20 10644  496 42  0 58  0  0	
10  0  50932 48629012 497564 11117928    0    0     0    24 10408  610 42  0 58  0  0	
10  0  50932 48629012 497564 11117928    0    0     0     0 9929  592 37  0 63  0  0	
10  0  50932 48629012 497564 11117928    0    0     0     0 11080  462 42  0 58  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  50932 48629012 497564 11117928    0    0     0     0 10460  451 42  0 58  0  0	
10  0  50932 48629012 497564 11117928    0    0     0    40 9594  847 38  0 62  0  0	
10  0  50932 48629012 497564 11117928    0    0     0    28 10270  476 42  0 58  0  0	
10  0  50932 48629020 497564 11117932    0    0     0     0 10369  482 42  0 58  0  0	
 1  0  50932 48635356 497564 11117928    0    0     0     0 7293 7051 22  0 78  0  0	
11  0  50932 48631100 497564 11117928    0    0     0     0 10676 1954 40  0 60  0  0	
10  0  50932 48631272 497564 11117932    0    0     0    40 10704  479 42  0 58  0  0	
11  0  50932 48631504 497564 11117932    0    0     0     8 10530  600 42  0 58  0  0	
10  0  50932 48630488 497564 11117932    0    0     0    36 9881 1585 37  0 63  0  0	
11  0  50932 48630456 497564 11117932    0    0     0     0 10886  463 42  0 58  0  0	
10  0  50932 48630456 497564 11117936    0    0     0     0 10788  456 42  0 58  0  0	
10  0  50932 48630660 497564 11117936    0    0     0    32 9676  781 37  0 63  0  0	
10  0  50932 48630648 497564 11117936    0    0     0     0 10684  633 42  0 58  0  0	
10  0  50932 48630400 497564 11117936    0    0     0    24 10662  464 42  0 58  0  0	
10  0  50932 48630404 497564 11117936    0    0     0     0 9497  810 37  0 62  0  0	
10  0  50932 48630428 497564 11117936    0    0     0     0 10507  457 42  0 58  0  0	
10  0  50932 48630304 497564 11117936    0    0     0    12 11088  524 42  0 58  0  0	
10  0  50932 48630172 497564 11117936    0    0     0     0 10138  807 37  0 63  0  0	
10  0  50932 48630172 497564 11117936    0    0     0    20 10436  523 42  0 58  0  0	
10  0  50932 48630172 497564 11117936    0    0     0     0 10802  485 42  0 58  0  0	
 0  0  50932 48630296 497564 11117936    0    0     0     0 10365  501 40  0 60  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  50932 48630296 497564 11117936    0    0     0     0 10459  730 39  0 61  0  0	
10  0  50932 48630296 497564 11117936    0    0     0    16 11032  474 42  0 58  0  0	
10  0  50932 48630424 497564 11117936    0    0     0    36 11023  468 42  0 58  0  0	
10  0  50932 48630424 497564 11117936    0    0     0     0 9824  668 37  0 63  0  0	
10  0  50932 48630424 497564 11117936    0    0     0     0 10764  452 42  0 58  0  0	
10  0  50932 48630424 497564 11117936    0    0     0    44 10751  490 42  0 58  0  0	
10  0  50932 48630568 497564 11117936    0    0     0    20 10065  847 37  0 63  0  0	
11  0  50932 48630188 497564 11117936    0    0     0     0 10985  500 42  0 58  0  0	
10  0  50932 48630188 497564 11117936    0    0     0    24 10744  623 42  0 58  0  0	
10  0  50932 48630188 497564 11117936    0    0     0     0 9279  610 37  0 63  0  0	
10  0  50932 48630188 497564 11117936    0    0     0    20 10669  465 42  0 58  0  0	
10  0  50932 48630188 497564 11117936    0    0     0     4 10488  465 42  0 58  0  0	
10  0  50932 48630188 497564 11117936    0    0     0     0 9304  648 37  0 63  0  0	
10  0  50932 48630188 497564 11117936    0    0     0    36 10423  484 42  0 58  0  0	
10  0  50932 48630196 497564 11117936    0    0     0     0 10781  455 42  0 58  0  0	
 0  0  50932 48630196 497564 11117936    0    0     0    56 10481  523 40  0 60  0  0	
10  0  50932 48627716 497564 11117940    0    0     0     8 11214  730 39  0 61  0  0	
10  0  50932 48627584 497564 11117940    0    0     0     0 10844  649 42  0 58  0  0	
10  0  50932 48629692 497564 11117940    0    0     0    32 11097  480 42  0 58  0  0	
10  0  50932 48629692 497564 11117940    0    0     0     0 9651  674 37  0 62  0  0	
10  0  50932 48629568 497564 11117940    0    0     0    48 10674  477 42  0 58  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  50932 48629568 497564 11117940    0    0     0     4 10494  466 42  0 58  0  0	
10  0  50932 48629452 497564 11117940    0    0     0     0 9461  653 37  0 63  0  0	
10  0  50932 48629452 497564 11117940    0    0     0    40 10673  483 42  0 58  0  0	
10  0  50932 48629452 497564 11117940    0    0     0     0 10657  461 42  0 58  0  0	
10  0  50932 48629580 497564 11117940    0    0     0     0 9643  799 38  0 62  0  0	
10  0  50932 48629580 497564 11117944    0    0     0     0 10798  611 42  0 58  0  0	
10  0  50932 48629572 497564 11117944    0    0     0     0 10664  479 42  0 58  0  0	
10  0  50932 48629076 497564 11117944    0    0     0     0 9809  705 37  0 62  0  0	
10  0  50932 48629324 497564 11117944    0    0     0    28 10755  519 42  0 58  0  0	
10  0  50932 48629200 497564 11117944    0    0     0     0 10772  463 42  0 58  0  0	
 0  0  50932 48629200 497564 11117944    0    0     0    20 9891  550 40  0 60  0  0	
10  0  50932 48629324 497564 11117944    0    0     0     0 9859  603 39  0 61  0  0	
10  0  50932 48629200 497564 11117948    0    0     0     0 10814  460 42  0 58  0  0	
10  0  50932 48629332 497564 11117948    0    0     0    40 10782  642 42  0 58  0  0	
10  0  50932 48629332 497564 11117948    0    0     0     0 9466  727 37  0 63  0  0	
10  0  50932 48629324 497564 11117948    0    0     0     0 10951  594 42  0 58  0  0	
10  0  50932 48629328 497564 11117948    0    0     0     0 10793  456 42  0 58  0  0	
10  0  50932 48629328 497564 11117948    0    0     0    12 9749  738 37  0 63  0  0	
10  0  50932 48629204 497564 11117948    0    0     0    24 10653  463 42  0 58  0  0	
10  0  50932 48629204 497564 11117948    0    0     0     0 10670  462 42  0 58  0  0	
10  0  50932 48629452 497564 11117948    0    0     0    28 9539  562 37  0 63  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  50932 48629460 497564 11117948    0    0     0     0 10285  622 42  0 58  0  0	
10  0  50932 48629464 497564 11117948    0    0     0     0 10466  531 42  0 58  0  0	
10  0  50932 48629340 497564 11117948    0    0     0    48 9784  885 38  0 62  0  0	
10  0  50932 48628968 497564 11117948    0    0     0    52 10966  462 42  0 58  0  0	
10  0  50932 48629092 497564 11117948    0    0     0     0 11200  630 42  0 58  0  0	
 0  0  50932 48628960 497564 11117948    0    0     0     0 10536  496 40  0 60  0  0	
10  0  50932 48631700 497564 11117952    0    0     0     0 7464 7814 22  0 78  0  0	
10  0  50932 48631172 497564 11117952    0    0     0     0 10410  516 42  0 58  0  0	
10  0  50932 48630684 497564 11117952    0    0     0   112 10692  495 42  0 58  0  0	
10  0  50932 48629560 497564 11117952    0    0     0     8 10396 1689 38  0 62  0  0	
10  0  50932 48629032 497564 11117952    0    0     0     0 10432  510 42  0 58  0  0	
10  0  50932 48628912 497564 11117952    0    0     0     0 10334  460 42  0 58  0  0	
10  0  50932 48629040 497564 11117952    0    0     0     0 9432  786 37  0 63  0  0	
