procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  50932 48703136 497124 11114124    0    0     0     1    0    0  2  0 98  0  0	
 1  0  50932 48655148 497124 11114148    0    0     0     0 4762 13310  7  1 92  0  0	
21  0  50932 48647904 497124 11114148    0    0     0    64 21231 2830 80  0 19  0  0	
21  0  50932 48647664 497124 11114148    0    0     0     0 20279  724 83  0 17  0  0	
21  0  50932 48648420 497124 11114148    0    0     0     0 21107  499 87  0 13  0  0	
21  0  50932 48646644 497124 11114148    0    0     0   112 18696 3108 74  0 26  0  0	
21  0  50932 48646272 497132 11114148    0    0     0    28 20703  602 85  0 15  0  0	
21  0  50932 48646768 497132 11114148    0    0     0    24 21236  478 88  0 12  0  0	
21  0  50932 48646896 497132 11114148    0    0     0     0 17574 1251 72  0 28  0  0	
21  0  50932 48646976 497132 11114148    0    0     0     0 18860  692 77  0 23  0  0	
21  0  50932 48647124 497132 11114148    0    0     0    24 20231  576 83  0 17  0  0	
21  0  50932 48647120 497132 11114148    0    0     0     0 17809 1236 72  0 28  0  0	
21  0  50932 48646748 497132 11114148    0    0     0    24 19416  979 80  0 20  0  0	
21  0  50932 48646772 497132 11114148    0    0     0     0 21356  476 87  0 12  0  0	
21  0  50932 48645288 497132 11114148    0    0     0     0 20532  786 79  0 21  0  0	
21  0  50932 48645048 497132 11114148    0    0     0     4 21289  615 87  0 13  0  0	
21  0  50932 48646660 497132 11114148    0    0     0     0 22483  488 87  0 12  0  0	
 0  0  50932 48646908 497132 11114148    0    0     0     0 20286  528 84  0 16  0  0	
21  0  50932 48646908 497132 11114148    0    0     0    52 20043  709 82  0 18  0  0	
21  0  50932 48647032 497132 11114148    0    0     0     0 21224  495 88  0 13  0  0	
21  0  50932 48647100 497132 11114148    0    0     0     0 21357  478 88  0 12  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
21  0  50932 48646832 497132 11114148    0    0     0     0 18326 1249 74  0 25  0  0	
21  0  50932 48646832 497132 11114148    0    0     0     0 20601  535 85  0 15  0  0	
21  0  50932 48646832 497132 11114148    0    0     0    28 21369  482 88  0 12  0  0	
21  0  50932 48643980 497132 11114148    0    0     0     0 20370 1189 78  0 22  0  0	
21  0  50932 48643980 497132 11114148    0    0     0     4 21358  488 88  0 13  0  0	
21  0  50932 48645116 497132 11114152    0    0     0     0 21379  472 87  0 12  0  0	
21  0  50932 48642264 497132 11114152    0    0     0     0 20713  736 78  0 22  0  0	
21  0  50932 48642016 497132 11114152    0    0     0    28 21232  614 87  0 13  0  0	
21  0  50932 48642140 497132 11114152    0    0     0     0 21304  507 88  0 12  0  0	
22  0  50932 48639908 497132 11114152    0    0     0    64 19451  979 78  0 22  0  0	
21  0  50932 48639776 497132 11114152    0    0     0     0 22110  752 87  0 13  0  0	
